main_category,series_name,detail_page_url,gov_stat_code,overview,field_major,field_minor,stat_type,homepage_url,organization_detail,division,email,tel,organization
企業・家計・経済,環境にやさしい企業行動調査,https://www.e-stat.go.jp/statistics/00650201,650201,現在の社会経済システムを環境への負荷が少ない持続可能なものにするためには、経済活動の重要な主体である企業等の環境保全への取組が重要であり、その取組をさらに促進していくことが必要不可欠です。そのため、企業等の環境保全に関する取組を促進するための課題と施策を検討するため、企業等の環境保全に関する取組の実態を把握しています。また、、環境保全への各界の一層の取組を促すため、こうした企業等の取組の実態を広く国民や企業等に提供しています。,企業・家計・経済,企業活動,一般統計,,環境省,環境経済課,,03-3580-8240,環境省
住宅・土地・建設,首都圏の住宅における感震ブレーカーの普及状況等に関する調査,https://www.e-stat.go.jp/statistics/00100306,100306,首都直下地震対策特別措置法（平成25年法律第88号。以下「法」という。）に基づく、「首都直下地震緊急対策推進基本計画」（平成27年３月変更閣議決定）の見直しに向け、施策指標の一つである感震ブレーカーの普及状況等の把握及び普及に向けた対策検討の基礎資料を得ることを目的として実施。,住宅・土地・建設,住宅・土地,一般統計,https://www.bousai.go.jp/jishin/syuto/denkikasaitaisaku/syutochousagaiyou2.html,内閣府,防災担当,,,内閣府
住宅・土地・建設,住宅・土地統計調査,https://www.e-stat.go.jp/statistics/00200522,200522,住宅・土地統計調査は、我が国の住宅とそこに居住する世帯の居住状況、世帯の保有する土地等の実態を把握し、その現状と推移を明らかにする統計調査で、５年ごとに実施されます。この調査の結果は、住生活基本法に基づいて作成される住生活基本計画、土地利用計画などの諸施策の企画、立案、評価等の基礎資料として利用されています。　住宅・土地統計調査は、住宅数、空き家数、建物の構造や建て方、建築の時期などの結果を提供しています。また、全国、都道府県だけでなく、市、区及び人口1万5千人以上の町村の結果も提供しています。,住宅・土地・建設,住宅・土地,基幹統計,http://www.stat.go.jp/data/jyutaku/index.htm,総務省,統計局統計調査部国勢統計課,,03-5273-1005,総務省
住宅・土地・建設,工場立地動向調査,https://www.e-stat.go.jp/statistics/00550510,550510,工場立地動向調査は、工場立地法第２条に基づき、工場立地が適正に行われるようにするための基礎的な施策として、昭和４２年に調査開始。製造業、電気供給業、ガス供給業、熱供給業（これら４業種に係る分野の研究を行う研究所を含む。）を対象業種とし、これらの工場・研究所を建設する目的で毎年１月から１２月までの期間に１，０００㎡以上の用地を取得した事業者を対象に調査を実施している。１年周期の調査を実施し、調査対象年の翌年５月に集計、分析を行い公表している。,住宅・土地・建設,住宅・土地,一般統計,https://www.meti.go.jp/statistics/tii/ritti/result-2.html,経済産業省,地域経済G地域産業基盤整備課,bzl-koujourittihou@meti.go.jp,03-3501-1511,経済産業省
住宅・土地・建設,建設業構造実態調査,https://www.e-stat.go.jp/statistics/00600030,600030,公表期日は、調査実施翌年4月末を予定。,住宅・土地・建設,建設,一般統計,,国土交通省,総合政策局情報政策課,,,国土交通省
住宅・土地・建設,建設資材・労働力需要実態調査,https://www.e-stat.go.jp/statistics/00600040,600040,公共事業の円滑な施工確保においては、建設資材の安定的な確保が必要不可欠であることから、主要建設資材及び労働力の建設工事における原単位を把握し、その需要構造を明らかにすることを目的として、建築分野と土木分野を隔年で実施しています。調査結果は、毎年公表しており、併せて調査結果を活用し、建設資材の需要量を予測し公表することにより、建設事業に必要な資材調達の安定化に努めているところです。,住宅・土地・建設,建設,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,主要建設資材需給・価格動向調査,https://www.e-stat.go.jp/statistics/00600060,600060,主要建設資材需給・価格動向調査は、建設工事に必要な主要建設資材の需給、価格、在庫の変動状況を把握することにより、建設資材の需給並びに価格の安定対策を図る基礎資料とし、建設事業の円滑な推進を図ることを目的として調査を実施しています。調査結果については、毎月公表しています。,住宅・土地・建設,建設,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,建設機械損料調査,https://www.e-stat.go.jp/statistics/00600070,600070,国内の建設機械の状況を把握し、建設行政を把握する上での基礎資料を得るとともに、公共工事の積算において建設機械施工に係わる経費を算出するための建設機械等損料算定表の諸数値を決定するための基礎資料を得ることを目的とした統計調査で、現在は統計調査を終了しています。,住宅・土地・建設,建設,一般統計,,国土交通省,総合政策局情報政策課,,,国土交通省
住宅・土地・建設,建築着工統計調査,https://www.e-stat.go.jp/statistics/00600120,600120,建築着工統計調査は、建築基準法第15条第１項の規定により届出が義務づけられている建築物を対象とする統計調査で、毎月調査結果を公表しています。調査から得られる全国の建築物の動態は、国や地方公共団体の施策の基礎資料となるばかりでなく、民間でも業界団体、金融機関、各種研究機関等で動態分析などに広く利用されています。　建築着工統計調査では、建築物の着工状況について建築主別の建築物の数、床面積の合計、工事費予定額などの結果を、全国、都道府県、市区町村の地域で提供しています。,住宅・土地・建設,建設,基幹統計,http://www.mlit.go.jp/statistics/details/jutaku_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,建設工事受注動態統計調査,https://www.e-stat.go.jp/statistics/00600130,600130,建設工事統計調査は、建設工事及び建設業の実態を明らかにすることを目的とし、建設工事施工統計調査及び建設工事受注動態統計調査を行っています。この調査は建設業者を対象とし、完成工事高、受注高等について発注者別、工事種類別、都道府県別に調査を行い、毎月(建設工事施工統計調査は毎年)公表しています。調査から得られる結果は、各種の経済・社会施策のための基礎資料や企業の経営方針策定等における参考資料として役立てられています。　建設工事受注動態統計調査の2013年4月から2022年3月までの受注高、公共機関からの受注及び民間等からの受注の結果については、「建設工事受注動態統計調査の不適切処理に係る遡及改定に関する検討会議」において決定された方法に基づいて推計値を算出しています。,住宅・土地・建設,建設,基幹統計,http://www.mlit.go.jp/statistics/details/kkoji_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8342,国土交通省
住宅・土地・建設,建設関連業等の動態統計調査,https://www.e-stat.go.jp/statistics/00600140,600140,建設関連業等の動態調査は、測量業、建設コンサルタント業、地質調査業、建築設計業、建設機械器具レンタル業、重仮設リース業、軽仮設リース業について、年間売上高の上位50社(重仮設リース業は上位11社)を対象とし、売上高や契約件数などについて調査し、毎月調査結果を公表しています。調査から得られる結果は、建設活動の指標として、建設行政に役立てられています。,住宅・土地・建設,建設,一般統計,http://www.mlit.go.jp/statistics/details/kgyo_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8111,国土交通省
住宅・土地・建設,建築物実態調査,https://www.e-stat.go.jp/statistics/00600160,600160,建築物実態調査は、全国の国勢調査調査区のうち、別に定める建築物実態調査調査区抽出要領により抽出された調査区内において、着工及び除却された建築物を対象とする統計調査で、現在は統計調査を終了しています。　建築物実態調査では、建築物の建築状況等について構造別の工事件数、建築物の棟数、床面積の合計などの結果を、全国の地域で提供しています。,住宅・土地・建設,建設,一般統計,http://www.mlit.go.jp/statistics/details/jutaku_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8111,国土交通省
住宅・土地・建設,増改築・改装等調査,https://www.e-stat.go.jp/statistics/00600161,600161,増改築・改装等実態調査は、全国の国勢調査調査区のうち一般調査区から無作為抽出された調査区内において、増築、改築及び改装等の工事が実施された（工事実施額が10万円以下のものを除く）建築物を対象とする統計調査で、現在は統計調査を終了しています。　増改築・改装等実態調査では、建築物の増改築・改装等の実施状況について工事内容別の工事件数、工事面積、工事実施額などの結果を、全国の地域で提供しています。,住宅・土地・建設,住宅・土地,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,住宅用地完成面積調査,https://www.e-stat.go.jp/statistics/00600170,600170,,住宅・土地・建設,住宅・土地,一般統計,http://www.mlit.go.jp/statistics/details/jutaku_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8111,国土交通省
住宅・土地・建設,産業連関構造調査(土木工事間接工事費投入調査),https://www.e-stat.go.jp/statistics/00600180,600180,,住宅・土地・建設,建設,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,産業連関構造調査(独立行政法人等土木工事費投入調査),https://www.e-stat.go.jp/statistics/00600190,600190,,住宅・土地・建設,建設,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,産業連関構造調査(土木工事費投入調査),https://www.e-stat.go.jp/statistics/00600200,600200,,住宅・土地・建設,建設,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,産業連関構造調査(建築工事費投入調査),https://www.e-stat.go.jp/statistics/00600210,600210,,住宅・土地・建設,建設,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,産業連関構造調査(公共事業工事費投入調査),https://www.e-stat.go.jp/statistics/00600230,600230,,住宅・土地・建設,建設,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,建築物滅失統計調査,https://www.e-stat.go.jp/statistics/00600240,600240,建築物滅失統計調査は、建築基準法第15条第１項及び第３項の規定により届出等が義務づけられている建築物を対象とする統計調査で、毎月調査結果を公表しています。調査から得られる全国の建築物の動態は、国や地方公共団体の施策の基礎資料となるばかりでなく、民間でも業界団体、金融機関、各種研究機関等で動態分析などに広く利用されています。　建築物滅失統計調査では、建築物の滅失状況について構造別の建築物の数、住宅の戸数、床面積の合計などの結果を、全国、都道府県の地域で提供しています。,住宅・土地・建設,建設,業務統計,http://www.mlit.go.jp/statistics/details/jutaku_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,建設総合統計,https://www.e-stat.go.jp/statistics/00600260,600260,建設総合統計は、国内の建設活動を出来高ベースで把握することを目的とした加工統計です。建築着工統計調査及び建設工事受注動態統計調査から得られる工事費額を、着工ベースの金額として捉え、これらを工事の進捗に合わせた月次の出来高に展開し、月毎の建設工事出来高として推計しています。　建設総合統計の2013年4月から2022年5月までの月別、年・年度別及び年度報の結果については、「建設工事受注動態統計調査の不適切処理に係る遡及改定に関する検討会議」において決定された方法に基づいて推計値を算出しています。,住宅・土地・建設,建設,加工統計,http://www.mlit.go.jp/statistics/details/kkoji_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8342,国土交通省
住宅・土地・建設,建設工事費デフレーター,https://www.e-stat.go.jp/statistics/00600270,600270,建設工事費デフレーターは、建設工事に係る「名目工事費額」を基準年度の「実質額」に変換する目的で作成している指標です。,住宅・土地・建設,建設,加工統計,http://www.mlit.go.jp/statistics/details/kkoji_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8342,国土交通省
住宅・土地・建設,法人土地・建物基本調査,https://www.e-stat.go.jp/statistics/00600470,600470,法人土地・建物基本調査は、国及び地方公共団体以外の本邦に本所、本社又は本店を有する法人を対象に５年ごとに実施する統計調査で、全国及び都道府県別に土地・建物の所有及び利用状況などの情報を提供しています。法人土地・建物基本調査から得られる土地所有及び利用状況などの情報は、土地政策の基礎資料となることはもとより、民間企業や研究機関でも利用されています。,住宅・土地・建設,住宅・土地,基幹統計,http://www.mlit.go.jp/totikensangyo/totikensangyo_tk2_000058.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,世帯土地統計,https://www.e-stat.go.jp/statistics/00600475,600475,世帯土地統計とは、我が国の世帯における土地の所有状況及び利用状況に関する実態を全国及び地域別に明らかにすることにより、土地関係諸施策の基礎資料を得ることを目的として、「住宅・土地統計調査」（総務省が実施）の調査票を転写・集計することにより作成しています。,住宅・土地・建設,住宅・土地,加工統計,http://www.mlit.go.jp/totikensangyo/totikensangyo_tk2_000058.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,法人建物調査,https://www.e-stat.go.jp/statistics/00600480,600480,,住宅・土地・建設,住宅・土地,一般統計,,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,土地保有移動調査,https://www.e-stat.go.jp/statistics/00600490,600490,土地保有移動調査は、１年間に全国で行われた売買による所有権移転登記の買主・売主を対象に毎年実施する統計調査で、土地取引の実態を明らかにし、購入目的及び売買理由などの土地取引の実態に関する情報を提供しています。土地保有移動調査から得られる土地取引の実態に関する情報は、土地政策の基礎資料となることはもとより、民間企業や研究機関でも利用されています。,住宅・土地・建設,住宅・土地,一般統計,http://www.mlit.go.jp/totikensangyo/totikensangyo_tk2_000060.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,企業の土地取得状況等に関する調査,https://www.e-stat.go.jp/statistics/00600500,600500,,住宅・土地・建設,住宅・土地,一般統計,http://www.mlit.go.jp/totikensangyo/totikensangyo_tk2_000061.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,土地動態調査,https://www.e-stat.go.jp/statistics/00600501,600501,土地動態調査は、資本金１億円以上の会社法人及び相互会社を対象に毎年実施する統計調査で、企業の土地取得及び所有状況などの情報を提供しています。土地動態調査から得られる企業の土地取得及び所有状況などの情報は、土地政策の基礎資料となることはもとより、民間企業や研究機関でも利用されています。,住宅・土地・建設,住宅・土地,一般統計,http://www.mlit.go.jp/totikensangyo/totikensangyo_tk2_000059.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
住宅・土地・建設,道路統計調査,https://www.e-stat.go.jp/statistics/00600610,600610,,住宅・土地・建設,建設,業務統計,,国土交通省,,,,国土交通省
住宅・土地・建設,住宅市場動向調査,https://www.e-stat.go.jp/statistics/00600630,600630,住宅市場動向調査は、住み替え・建て替え前後の住宅やその住宅に居住する世帯の状況及び住宅取得に係る資金調達の状況等について把握し、今後の住宅政策の企画立案の基礎資料とすることを目的として、毎年実施されます。この調査は、注文住宅、分譲住宅、既存（中古）住宅、賃貸住宅、リフォーム住宅全般を対象に行っている調査です。この調査から得られる購入資金と自己資金比率や住宅ごとの選択の理由などは、国の住宅政策の企画立案だけでなく、民間企業の市況把握や国民の住まい探しの際の参考としても利用されています。,住宅・土地・建設,住宅・土地,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,空き家所有者実態調査,https://www.e-stat.go.jp/statistics/00600640,600640,,住宅・土地・建設,住宅・土地,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,住生活総合調査,https://www.e-stat.go.jp/statistics/00600650,600650,,住宅・土地・建設,住宅・土地,一般統計,,国土交通省,,,,国土交通省
住宅・土地・建設,建設投資見通し,https://www.e-stat.go.jp/statistics/00600870,600870,我が国の建設投資は、社会経済活動・市場動向等に与える影響は極めて大きい。このため、国土交通省では、国内建設市場の規模とその構造を明らかにすることを目的とし、昭和35年度から毎年度、建設投資推計及び建設投資見通しを作成し、「建設投資見通し」として公表しています。,住宅・土地・建設,建設,加工統計,http://www.mlit.go.jp/statistics/details/other_list.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8342,国土交通省
住宅・土地・建設,設備工事業に係る受注高調査,https://www.e-stat.go.jp/statistics/00600880,600880,本統計調査は、（一社）日本電設工業協会（主要20社）、（一社）日本空調衛生工事業協会（主要20社）、（一社）日本計装工業会（主要20社）の調査結果をとりまとめたものです。｢工事Ａ｣とは、その工事の発注者（施主）から直接請負った場合の｢元請工事｣で、｢工事Ｂ｣とは、それ以外の｢下請工事｣をいいます。ただし、｢工事Ｂ｣の場合であっても建設業以外の企業からの請負は｢工事Ａ｣に含めています。,住宅・土地・建設,建設,加工統計,,国土交通省,国土交通省 不動産・建設経済局 建設振興課 専門工事業・建設関連業振興室,,,国土交通省
住宅・土地・建設,マンション総合調査,https://www.e-stat.go.jp/statistics/00600890,600890,マンション総合調査は、マンションの管理に関する施策の効果を検証し、必要となる施策の提示を行うための基礎的な資料を得ることを目的とした一般統計調査です。昭和55年度の調査開始以降、概ね5年ごとに実施しています。,住宅・土地・建設,住宅・土地,一般統計,,国土交通省,外部委託事業者用　課室管理者（マンション総合調査）,,,国土交通省
住宅・土地・建設,建築物リフォーム・リニューアル調査,https://www.e-stat.go.jp/statistics/00600900,600900,"国土交通省では、建築物のリフォーム・リニューアル工事の市場規模及び動向の把握を目的として、平成20年度より、建築物リフォーム・リニューアル調査を実施しています。　本調査は、調査対象期間に元請けとして受注した建築物リフォーム・リニューアル工事について、建設業許可業者5,000者に対して実施し、結果を四半年毎（平成29年度以前は半年毎）に公表しています。",住宅・土地・建設,建設,一般統計,http://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000021.html,国土交通省,総合政策局情報政策課,,,国土交通省
住宅・土地・建設,建設部門分析用産業連関表,https://www.e-stat.go.jp/statistics/00600920,600920,,住宅・土地・建設,建設,加工統計,http://www.mlit.go.jp/toukeijouhou/chojou/gai_tokubetutyousa.htm,国土交通省,総合政策局情報政策課,,,国土交通省
住宅・土地・建設,建築物ストック統計,https://www.e-stat.go.jp/statistics/00600940,600940,国土交通省では、我が国の建築物を対象とし、「住宅」、「法人等の非住宅建築物」及び「公共の非住宅建築物」の床面積について取りまとめた建築物ストック統計を作成しています。　このうち、「住宅」及び「法人等の非住宅建築物」については、住宅・土地統計調査、法人土地・建物基本調査及び建築着工統計を基に、使途別、構造別、竣工年代別等に床面積の総量を推計し、「公共の非住宅建築物」については、国有財産一件別情報、公共施設状況調より、建物用途別に床面積の総量を集計しています。,住宅・土地・建設,建設,加工統計,,国土交通省,総合政策局情報政策課,,,国土交通省
住宅・土地・建設,建設部門地域間産業連関表,https://www.e-stat.go.jp/statistics/00600950,600950,,住宅・土地・建設,建設,加工統計,,国土交通省,,,,国土交通省
住宅・土地・建設,建設工事進捗率調査,https://www.e-stat.go.jp/statistics/00600970,600970,建設工事進捗率調査は、建設総合統計の作成において月毎の建設工事出来高を推計するために、工事種類・工期区分毎の工事進捗率を把握することを目的とした統計調査です。,住宅・土地・建設,建設,一般統計,,国土交通省,総合政策局情報政策課,,,国土交通省
住宅・土地・建設,土地保有・動態調査,https://www.e-stat.go.jp/statistics/00600980,600980,土地保有・動態調査は、全国で過去１年間に行われた売買による所有権移転登記情報の買主・売主（資本金５億円以上の会社法人は悉皆）を対象に毎年実施する統計調査で、土地の所有、移動状況や売買目的などの土地取引の実態に関する情報を提供しています。,住宅・土地・建設,住宅・土地,一般統計,http://www.mlit.go.jp/totikensangyo/totikensangyo_tk2_000116.html,国土交通省,総合政策局情報政策課建設経済統計調査室,,03-5253-8344,国土交通省
エネルギー・水,経済産業省特定業種石油等消費動態統計調査,https://www.e-stat.go.jp/statistics/00550210,550210,,エネルギー・水,エネルギー需給,基幹統計,http://www.enecho.meti.go.jp/statistics/energy_consumption/ec003/,経済産業省,鉱工業動態統計室,,,経済産業省
エネルギー・水,スポットLNG価格調査,https://www.e-stat.go.jp/statistics/00550710,550710,スポットＬＮＧ価格調査は、平成２６年に開始した統計で、ＬＮＧスポット取引により調達したＬＮＧを最終消費する企業を対象として、契約価格を毎月調査、集計し、契約ベース、入着ベースの価格をそれぞれ公表するものです。我が国は世界最大のＬＮＧ輸入国であり、特に、東日本大震災以降にＬＮＧの需要が急増しました。こうした環境の変化を受け、ＬＮＧのスポット取引の動態を明らかにし、ＬＮＧ先物市場の検討など、行政施策の基礎材料とするとともに、ＬＮＧの輸入や消費などをする事業者の事業に役立てられています。,エネルギー・水,ガス,一般統計,http://www.meti.go.jp/statistics/sho/slng/index.html,経済産業省,商務サービスグループ参事官室（商品市場整備担当）,spot-lNG-price@meti.go.jp,03-3501-6683,経済産業省
エネルギー・水,エネルギー消費統計調査,https://www.e-stat.go.jp/statistics/00551005,551005,,エネルギー・水,エネルギー需給,一般統計,http://www.enecho.meti.go.jp/statistics/energy_consumption/ec001/,資源エネルギー庁,資源エネルギー庁長官官房総務課戦略企画室,,,経済産業省
エネルギー・水,総合エネルギー統計,https://www.e-stat.go.jp/statistics/00551010,551010,総合エネルギー統計は、日本に輸入され、あるいは国内で生産され供給された石炭・石油・天然ガスなどのエネルギー源が、どのように転換され、最終的にどのような形態でどの部門や目的に消費されたかを定量的に示す表で、エネルギー関係の各種一次統計等のエネルギー生産量、転換量、消費量等のデータを組み合わせて作成しています。総合エネルギー統計は、エネルギー・環境政策の企画立案やその効果の実測・評価などに使われています。,エネルギー・水,エネルギー需給,加工統計,,資源エネルギー庁,資源エネルギー庁長官官房総務課戦略企画室,,,経済産業省
エネルギー・水,総合エネルギー統計補足調査(電気事業者の発電量内訳等調査),https://www.e-stat.go.jp/statistics/00551011,551011,,エネルギー・水,電気,一般統計,,資源エネルギー庁,,,,経済産業省
エネルギー・水,石油設備調査,https://www.e-stat.go.jp/statistics/00551040,551040,日本の一次エネルギー供給の約４割を占めている石油は、その約99.7％を輸入に依存しており、海外からの石油供給の途絶等の緊急時に備えて、石油輸入業者等には備蓄義務を課しています。備蓄義務の履行を確実なものとする為に貯蔵設備に関する情報を平時から収集する必要があります。本調査は、石油輸入業者等に対して二年に一度実施し、貯油設備について地域別（各経済産業局の管轄別）、油種別、容量等の情報を提供しています。本調査の結果は、行政はもとより石油産業界が自ら設備増強・廃棄計画等の立案を図る上などで活用されています。,エネルギー・水,エネルギー需給,一般統計,http://www.enecho.meti.go.jp/statistics/petroleum_and_lpgas/pl006/,資源エネルギー庁,資源エネルギー庁資源・燃料部政策課,,,経済産業省
エネルギー・水,灯油及びプロパンガス消費実態調査,https://www.e-stat.go.jp/statistics/00551050,551050,灯油及びプロパンガス消費実態調査は、灯油及びプロパンガスについて、地域的な消費実態を全国的規模で定期的に把握することを目的にしています。なお、本調査は平成18年度で終了しております。,エネルギー・水,エネルギー需給,一般統計,,資源エネルギー庁,,,,経済産業省
エネルギー・水,電力需要調査,https://www.e-stat.go.jp/statistics/00551110,551110,2000年度以降段階的に自由化された電力市場における、自由化部門（特別高圧及び高圧分野）の電気料金の推移を把握することにより、競争が活性化されているかなど、制度上の問題点を検証するために調査を実施。2011年5月末をもって調査終了。,エネルギー・水,電気,一般統計,https://www.enecho.meti.go.jp/statistics/electric_power/ep001/,資源エネルギー庁,資源エネルギー庁 電力・ガス事業部 電力産業・市場室,,03-3501-1748,経済産業省
エネルギー・水,電力調査統計,https://www.e-stat.go.jp/statistics/00551120,551120,電力調査統計は、我が国における経済活動及び国民生活の基盤を成す電気事業における需要実績、発電電力量及び燃料消費実績等を調査。,エネルギー・水,電気,業務統計,https://www.enecho.meti.go.jp/statistics/electric_power/ep002/,資源エネルギー庁,資源エネルギー庁 電力・ガス事業部 電力産業・市場室,,03-3501-1748,経済産業省
エネルギー・水,ガス事業生産動態統計調査,https://www.e-stat.go.jp/statistics/00551130,551130,ガス事業生産動態統計調査は、ガスの原料、ガス生産量及び購入量、製品ガス生産・購入・販売・在庫等について調査することで、ガス事業の短期的な動向を観察し、ガス事業の生産の実態を明らかにし、ガス事業に関する施策の基礎資料を得ることを目的に、毎月実施しています。調査の結果は、エネルギーに関する年次報告、ＩＥＡ（国際エネルギー機関）への情報提供等において、各種施策の立案・実施のための基礎資料として利用されています。また、ガス業界による日本全体の都市ガスの状況の把握等にも利用されています。,エネルギー・水,ガス,基幹統計,http://www.enecho.meti.go.jp/statistics/gas/ga001/,資源エネルギー庁,資源エネルギー庁電力・ガス事業部ガス市場整備室,,,経済産業省
エネルギー・水,石油備蓄の現況,https://www.e-stat.go.jp/statistics/00551140,551140,石油備蓄の現況は、国家備蓄量（独立行政法人石油天然ガス・金属鉱物資源機構が管理している石油の量）と民間備蓄（石油の備蓄の確保等に関する法律に基づき、備蓄義務者（石油精製業者等）が備蓄している石油の量）について、資源エネルギー庁がとりまとめを行い、１日あたりの石油の消費量で割ることによって備蓄日数を算出し、毎月公表しています。当該現況は、石油連盟等の業界へ提供しているほか、IEA（国際エネルギー機関）にも一部の結果が報告されています。,エネルギー・水,エネルギー需給,業務統計,,資源エネルギー庁,,,,経済産業省
エネルギー・水,LPガス備蓄の現況,https://www.e-stat.go.jp/statistics/00551150,551150,ＬＰガス備蓄の現況は、国家備蓄（独立行政法人石油天然ガス・金属鉱物資源機構が管理しているＬＰガス）と民間備蓄（石油の備蓄の確保等に関する法律に基づき、備蓄義務者（石油ガス輸入業者）が備蓄しているＬＰガス）について、資源エネルギー庁がとりまとめを行い、毎月公表しています。,エネルギー・水,ガス,業務統計,,資源エネルギー庁,,,,経済産業省
エネルギー・水,経済産業省特定業種石油等消費統計調査,https://www.e-stat.go.jp/statistics/00551180,551180,製造業のうち特定の生産品目（①パルプ・紙・板紙、②化学工業製品、③化学繊維、④石油製品、⑤窯業・土石製品、⑥ガラス製品、⑦鉄鋼、⑧非鉄金属地金、⑨機械器具）を製造している工場等の、燃料、電力、蒸気の消費の動向を、業種別、燃料種別、生産部門別に明らかにして、主にエネルギー消費に関する施策の基礎資料を得ることを目的に、毎月、調査・公表しています。,エネルギー・水,エネルギー需給,基幹統計,https://www.enecho.meti.go.jp/statistics/energy_consumption/ec003/,資源エネルギー庁,資源エネルギー庁長官官房総務課戦略企画室,,,経済産業省
エネルギー・水,自動車燃料消費量調査,https://www.e-stat.go.jp/statistics/00600370,600370,自動車の燃料消費量等の実態を明らかにし、我が国の地球温暖化対策及び交通政策等を策定するための基礎資料を作成することを目的として、登録自動車及び軽自動車のうち、国土交通大臣が選定する自動車を対象に、自動車の主な用途、休車日数、調査期間中の燃料消費量及び走行キロ等について調査しています。,エネルギー・水,エネルギー需給,一般統計,https://www.mlit.go.jp/k-toukei/nenryousyouhiryou.html,国土交通省,総合政策局情報政策課交通経済統計調査室,,,国土交通省
エネルギー・水,小規模事業所における工業用水需要実態調査,https://www.e-stat.go.jp/statistics/00600510,600510,製造業従業者数４人以上２９人以下の事業所を対象に、水源別及び用途別の工業用水需要の実態を調査することにより、水資源対策の基本的な資料を得ようとするものである。,エネルギー・水,水,一般統計,,国土交通省,総合政策局情報政策課,,,国土交通省
運輸・観光,船舶・航空機統計,https://www.e-stat.go.jp/statistics/00350320,350320,外国貿易等に関する統計は、日本の貿易の実態を把握し各国の外国貿易との比較を可能にするもので、国や地方公共団体などの経済政策において利用されることはもとより、民間企業や研究機関でも広く利用されているものです。船舶・航空機統計では、船舶及び航空機の入港隻（機）数などの結果を港別などで提供しています。,運輸・観光,運輸,業務統計,https://www.customs.go.jp/toukei/info/index.htm,財務省,関税局関税課,,03-3581-4111(2518),財務省
運輸・観光,大都市交通センサス,https://www.e-stat.go.jp/statistics/00600020,600020,大都市交通センサスは、統計法にもとづき、昭和35年より5年毎に首都圏、中京圏、近畿圏の三大都市圏において、鉄道・バス等の大量公共交通機関の利用実態を調査することで、旅客流動量等を把握するものです。調査の結果は、人口分布と輸送量との関係等の分析を行うことにより、三大都市圏における公共交通政策検討の基礎資料として活用されています。,運輸・観光,運輸,一般統計,http://www.mlit.go.jp/sogoseisaku/transport/sosei_transport_tk_000007.html,国土交通省,総合政策局情報政策課,,03-5253-8111(24-618),国土交通省
運輸・観光,倉庫統計季報,https://www.e-stat.go.jp/statistics/00600100,600100,倉庫業法第２７条同施行規則第２４条第５項に基づき、登録倉庫事業者から提出いただく定期報告を四半期毎に取りまとめ、都道府県毎の入出庫高及び保管残高等を公表しています。,運輸・観光,倉庫,業務統計,http://www.mlit.go.jp/statistics/details/kamotsu_list.html,国土交通省,総合政策局情報政策課,,03-5253-8111(25344),国土交通省
運輸・観光,港湾調査,https://www.e-stat.go.jp/statistics/00600280,600280,港湾調査は、港湾の実態を明らかにし、港湾の開発、利用及び管理に資することを目的とした港湾に関する唯一の基幹統計調査であり、入港船舶、海上出入貨物、コンテナ個数等のデータを公表しています。港湾調査の結果である港湾統計は、港湾管理者等において策定される港湾計画の将来貨物量推計等に利用される他、港湾の経済効果分析や、各種物流関連施策等の基礎資料として、官民を問わず各方面で活用されています。,運輸・観光,運輸,基幹統計,https://www.mlit.go.jp/k-toukei/kouwan.html,国土交通省,総合政策局情報政策課交通経済統計調査室,,,国土交通省
